"id","name","api_pitch_type_group03","bbe","gb_rate","air_rate","fb_rate","ld_rate","pu_rate","pull_rate","straight_rate","oppo_rate","pull_gb_rate","straight_gb_rate","oppo_gb_rate","pull_air_rate","straight_air_rate","oppo_air_rate"
663586,"Riley, Austin","SI",19,0.47368421052631576,0.5263157894736842,0.3157894736842105,0.21052631578947367,0,0.47368421052631576,0.3157894736842105,0.21052631578947367,0.2631578947368421,0.15789473684210525,0.05263157894736842,0.21052631578947367,0.15789473684210525,0.15789473684210525
665923,"Ruiz, Esteury","FF",38,0.5263157894736842,0.4736842105263158,0.15789473684210525,0.13157894736842105,0.18421052631578946,0.39473684210526316,0.3684210526315789,0.23684210526315788,0.2894736842105263,0.18421052631578946,0.05263157894736842,0.10526315789473684,0.18421052631578946,0.18421052631578946
593428,"Bogaerts, Xander","CU",5,0.4,0.6,0,0.6,0,0.4,0.2,0.4,0.2,0.2,0,0.2,0,0.4
650490,"Díaz, Yandy","FC",6,0.16666666666666666,0.8333333333333333,0.16666666666666666,0.6666666666666666,0,0.8333333333333334,0.16666666666666666,0,0.16666666666666666,0,0,0.6666666666666667,0.16666666666666666,0
649557,"Díaz, Aledmys","FF",34,0.38235294117647056,0.6176470588235294,0.38235294117647056,0.17647058823529413,0.058823529411764705,0.3235294117647059,0.4117647058823529,0.2647058823529412,0.20588235294117646,0.11764705882352941,0.058823529411764705,0.11764705882352944,0.2941176470588235,0.20588235294117646
593428,"Bogaerts, Xander","FF",53,0.24528301886792453,0.7547169811320755,0.41509433962264153,0.2830188679245283,0.05660377358490566,0.1320754716981132,0.3584905660377358,0.5094339622641509,0.05660377358490566,0.11320754716981132,0.07547169811320754,0.07547169811320754,0.2452830188679245,0.4339622641509434
678662,"Tovar, Ezequiel","FC",15,0.6,0.39999999999999997,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.5333333333333333,0.26666666666666666,0.2,0.4,0.2,0,0.1333333333333333,0.06666666666666665,0.2
673490,"Kim, Ha-Seong","FC",13,0.23076923076923078,0.7692307692307694,0.23076923076923078,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.15384615384615385,0,0,0.46153846153846156,0.3076923076923077
660162,"Moncada, Yoán","FF",19,0.5263157894736842,0.47368421052631576,0.15789473684210525,0.3157894736842105,0,0.42105263157894735,0.3684210526315789,0.21052631578947367,0.21052631578947367,0.2631578947368421,0.05263157894736842,0.21052631578947367,0.10526315789473684,0.15789473684210525
502054,"Pham, Tommy","CH",26,0.6538461538461539,0.34615384615384615,0.11538461538461539,0.23076923076923078,0,0.6153846153846154,0.34615384615384615,0.038461538461538464,0.34615384615384615,0.2692307692307692,0.038461538461538464,0.2692307692307693,0.07692307692307693,0
593160,"Merrifield, Whit","FS",1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
502054,"Pham, Tommy","SV",1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
666971,"Gurriel Jr., Lourdes","CH",36,0.4444444444444444,0.5555555555555556,0.25,0.3055555555555556,0,0.3055555555555556,0.4444444444444444,0.25,0.08333333333333333,0.25,0.1111111111111111,0.22222222222222227,0.19444444444444442,0.1388888888888889
677594,"Rodríguez, Julio","FC",6,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,0,0.16666666666666666,0.16666666666666666,0.5,0
575929,"Contreras, Willson","FF",24,0.25,0.7499999999999999,0.3333333333333333,0.25,0.16666666666666666,0.3333333333333333,0.4583333333333333,0.20833333333333334,0.125,0.08333333333333333,0.041666666666666664,0.20833333333333331,0.375,0.16666666666666669
673490,"Kim, Ha-Seong","SI",27,0.4444444444444444,0.5555555555555556,0.4074074074074074,0.07407407407407407,0.07407407407407407,0.4074074074074074,0.48148148148148145,0.1111111111111111,0.2222222222222222,0.18518518518518517,0.037037037037037035,0.18518518518518517,0.2962962962962963,0.07407407407407407
664056,"Bader, Harrison","FF",20,0.2,0.8,0.4,0.35,0.05,0.4,0.25,0.35,0.1,0.05,0.05,0.30000000000000004,0.2,0.3
666969,"García, Adolis","SL",11,0.18181818181818182,0.8181818181818181,0.6363636363636364,0.18181818181818182,0,0.6363636363636364,0.36363636363636365,0,0,0.18181818181818182,0,0.6363636363636364,0.18181818181818182,0
683011,"Volpe, Anthony","FC",4,0.5,0.5,0.25,0.25,0,0.5,0.25,0.25,0.5,0,0,0,0.25,0.25
665923,"Ruiz, Esteury","ST",2,0,1,0,1,0,1,0,0,0,0,0,1,0,0
666624,"Morel, Christopher","FF",10,0,1,0.5,0.5,0,0.3,0.6,0.1,0,0,0,0.3,0.6,0.1
664056,"Bader, Harrison","ST",4,0.5,0.5,0.25,0.25,0,0.75,0,0.25,0.5,0,0,0.25,0,0.25
516782,"Marte, Starling","FF",20,0.4,0.6000000000000001,0.35,0.2,0.05,0.35,0.25,0.4,0.2,0.1,0.1,0.14999999999999997,0.15,0.30000000000000004
