"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Massey, Michael","686681","171","22.6",33.9,"108.5","87","97.2","90.6","86.9","404","182","394","53",31,"5",2.9,2.4
"Pagés, Pedro","686780","171","14.4",28.1,"111.7","88.7","99.6","92.7","85.8","422","158","390","63",37.5,"11",6.4,4.4
"Trout, Mike","545361","170","16.6",45.9,"115.4","92.1","103.6","95","89","484","204","400","90",52.9,"27",15.9,8.9
"Arias, Gabriel","672356","170","5",30,"112.3","89.6","101.6","97.2","83.2","427","143","408","70",41.2,"18",10.6,6.4
"Bregman, Alex","608324","167","19.9",31.1,"109.6","92.1","100.4","95.7","89.1","411","188","396","81",48.5,"16",9.6,6.7
"Shaw, Matt","807713","167","10.8",34.7,"107.6","83.4","95.7","88.4","82.7","391","144","385","46",27.5,"8",4.8,3.4
"Kelly, Carson","608348","167","16.4",34.7,"109.7","90","100.3","94","85.1","418","183","388","74",44.3,"18",10.8,7.6
"Verdugo, Alex","657077","166","9.9",34.9,"107.7","89.9","99.9","91.1","90.2","404","158",,"71",42.8,"5",3,2.3
"Lukes, Nathan","664770","165","7.7",29.7,"105.7","88.5","98","89.4","89.3","397","133","382","59",35.8,"7",4.2,3.2
"Chisholm Jr., Jazz","665862","165","17.1",32.7,"110.9","89.4","101.5","95","84.3","442","190","386","73",44.8,"31",18.8,11.3
"Jones, Nolan","666134","164","13.2",39.6,"112.7","91.2","101.4","94.6","88.3","422","167","411","76",46.3,"13",7.9,4.9
"Baty, Brett","683146","164","8.1",32.3,"115.6","90.9","102.5","95.8","87.9","425","153","391","78",47.9,"21",12.8,8.6
"Toglia, Michael","669911","164","18.1",37.8,"111.4","89.9","100.9","93.5","85.3","457","192","415","69",42.6,"17",10.4,5.5
"Sweeney, Trey","700242","163","10.7",30.7,"110.8","88.2","98.8","91.5","86.2","409","152","380","57",35,"10",6.1,4
"Baldwin, Drake","686948","160","5.4",31.9,"112.3","91.9","102.6","95.5","89.8","433","147","395","80",50.3,"17",10.6,7.9
"Farmer, Kyle","571657","159","15",37.1,"105.8","86.2","97.3","91.3","82.5","416","163","380","53",33.3,"8",5,3.6
"Campbell, Kristian","692225","158","4.7",30.4,"112.2","88.6","100.5","94.1","85.1","431","135","377","66",41.8,"8",5.1,3
"Pham, Tommy","502054","158","6.7",29.1,"110.7","90.7","101.1","93.8","89.6","428","138","405","67",42.7,"8",5.1,3.4
"Vaughn, Andrew","683734","157","15.9",36.3,"110.5","91.8","101.6","95","89.3","413","176","396","75",48.4,"21",13.4,9.9
"Laureano, Ramón","657656","157","14",37.6,"110.9","88.4","101.4","93.6","83.3","432","182","394","71",46.4,"16",10.2,6.6
"Myers, Dane","667472","157","11.6",35.7,"107.5","91.1","99.7","93.9","89.6","405","159","393","63",40.1,"10",6.4,4.5
"Call, Alex","669743","155","12.6",31.6,"109.9","88.8","97.6","90.7","88.2","407","156","395","46",29.7,"7",4.5,3.2
"Schneemann, Daniel","682177","155","7.4",33.5,"111.2","87.9","99.9","96.4","82","408","153","388","60",38.7,"20",12.9,8.4
"Bailey, Patrick","672275","154","15.1",33.1,"107.8","88.3","99.1","91.5","85.2","414","170","403","56",36.6,"10",6.5,3.9
"Quero, Edgar","700337","153","6.3",34.6,"109.8","90.8","100.2","93.7","89.7","401","145","396","71",46.7,"2",1.3,0.9
"Lowe, Josh","666139","152","9",34.2,"109.2","89.9","100.1","93.5","87.1","413","155","386","66",44.3,"9",5.9,4.2
"Iglesias, Jose","578428","151","1.3",25.2,"109.5","83.8","94.7","87.1","82.9","365","109",,"35",23.3,"1",0.7,0.5
"Naylor, Bo","666310","151","21.8",34.4,"108.8","89","99.2","93.5","83.3","425","185","403","53",35.1,"16",10.6,6.5
"Marsh, Brandon","669016","149","12.2",34.9,"109","91.2","100.6","94.2","88.7","418","169","406","71",47.7,"12",8.1,5.2
"Bleday, JJ","668709","148","23.6",27.7,"109.9","87.5","99.3","91.6","86.8","408","175","380","57",38.5,"8",5.4,3.4
"Jansen, Danny","643376","147","24.2",36.7,"106.7","88","99","93.3","84.5","401","199","372","60",40.8,"12",8.2,5.1
"Waters, Drew","671221","146","9.1",35.6,"110.2","86","97.4","88.7","83.4","408","149","408","42",28.8,"6",4.1,2.7
"Hicks, Liam","689414","145","12.1",35.9,"108.5","85.6","96.4","88.8","81.9","385","168","373","40",27.8,"6",4.1,3
"Collins, Isaac","686555","144","10.8",34.7,"111.2","87.1","99.3","91.8","84.7","390","144","381","51",35.9,"8",5.6,3.4
"Fitzgerald, Tyler","666149","143","16",32.2,"107","84.5","96.5","88.3","81","384","156","374","42",29.4,"6",4.2,2.7
"Wade Jr., LaMonte","664774","142","22.5",34.5,"107.6","89.2","97.9","91.2","87.1","392","194","364","43",30.3,"6",4.2,2.7
"Caballero, José","676609","141","18.4",41.1,"114.4","85.1","96.9","90","78.7","383","171","355","37",26.2,"6",4.3,2.5
"Smith, Pavin","656976","140","11.5",35.7,"110.9","90","100.6","93.9","86.3","429","162","404","64",45.7,"16",11.4,6.1
"Díaz, Elias","553869","136","16.8",26.5,"111.4","87.3","99.5","93.3","86.2","412","152","380","52",38.5,"8",5.9,3.8
"Bart, Joey","663698","135","8.8",37,"113.1","88.1","101.2","95.2","82.5","411","153","411","55",41,"13",9.6,5.8
"Kurtz, Nick","701762","135","15.5",37.8,"113.6","92.6","104","97.8","86.2","447","201","409","69",51.5,"23",17,9.6
"Misner, Kameron","670224","131","15",27.5,"110.3","87.6","98.4","92.8","82.5","431","157","376","39",29.8,"7",5.3,3.2
"Gorman, Nolan","669357","131","22.7",40.5,"111.6","89","101.1","93.1","80.9","433","214","417","57",43.5,"15",11.5,6.6
"Murphy, Sean","669221","131","12",35.9,"114.4","90.2","103.3","96.5","84.1","455","184","410","60",45.8,"21",16,9.2
"Santander, Anthony","623993","130","18.5",28.5,"110.4","89.9","100","93.8","88.2","409","166","393","53",40.8,"6",4.6,2.9
"Stephenson, Tyler","663886","119","16.5",39.5,"107.8","91.4","100.7","94.8","86.6","435","200","395","61",52.1,"14",11.8,6.3
