"id","name","side","avg_bat_speed","swing_tilt","attack_angle","attack_direction","ideal_attack_angle_rate","avg_intercept_y_vs_plate","avg_intercept_y_vs_batter","avg_batter_y_position","avg_batter_x_position","competitive_swings"
665833,"Cruz, Oneil","L",78.60148035447753,33.548761456997944,9.593354433133596,-7.63044145967618,"0.50746268656716417910",8.18362123107228,35.302344354011275,27.118723122938995,26.715710455475183,"536"
691406,"Caminero, Junior","R",77.96768377179079,26.301339648733126,7.2704844613990804,-4.811230784795014,"0.56735340729001584786",7.883236929141725,35.424313072826735,27.541076143684982,28.576224132927717,"631"
666176,"Adell, Jo","R",77.55541203448279,32.80455807069026,7.4096997634228465,-5.333011741820485,"0.49655172413793103448",0.26091925968770413,25.830818932847507,25.569899673159817,27.982854951560622,"580"
656941,"Schwarber, Kyle","L",76.93278793700773,30.068074906356408,14.324901532193032,-5.7513635296525845,"0.65039370078740157480",11.217701059146137,32.683601551178306,21.465900492032198,25.19898157871678,"635"
592450,"Judge, Aaron","R",76.91910585798819,38.52216596950939,14.648945107143113,-6.0472381744011745,"0.53106508875739644970",4.210861766984482,30.595452868873195,26.384591101888713,32.90870370699209,"676"
665489,"Guerrero Jr., Vladimir","R",76.58412896428575,26.682830364684694,1.715179512152999,-2.813179526523635,"0.33928571428571428571",6.725394844008848,33.76653793518725,27.04114309117848,29.476852527051246,"560"
575929,"Contreras, Willson","R",76.25189509523815,32.80990117072369,9.166287789556796,-1.599292635422799,"0.49047619047619047619",4.966409555258928,28.48522413829942,23.518814583040477,30.14754537404708,"630"
624413,"Alonso, Pete","R",76.11722213371254,33.57075766535042,10.283410069185349,0.15118469077052712,"0.60170697012802275960",4.887403125998432,29.045179984519706,24.157776858521263,27.363245569405166,"703"
660271,"Ohtani, Shohei","L",76.07535181415928,36.94405394677008,15.679488693471024,-3.049173760808098,"0.53392330383480825959",-0.5024342187061318,28.392672073181824,28.895106291888,31.84044870815307,"678"
695578,"Wood, James","L",76.00036953451048,40.313871426444315,10.192681497555144,1.1226613971332429,"0.39967897271268057785",1.7165035140151563,32.73041980066295,31.013916286647753,29.555417245658,"623"
677594,"Rodríguez, Julio","R",75.85398887248326,31.773979264816862,7.235946921782481,-1.6533634911843684,"0.47114093959731543624",12.120520542180017,32.45353489636472,20.333014354184662,29.72389365758749,"745"
663586,"Riley, Austin","R",75.82875704986142,32.24932730762441,10.793976473686923,-4.632188697205314,"0.45567867036011080332",6.792908607470881,35.550375194002804,28.757466586531944,28.147696122814764,"722"
680718,"Barger, Addison","L",75.80807292682925,28.422418802724607,10.022229764630534,-7.6578182341407555,"0.53658536585365853659",0.06311573059928667,32.76707075534757,32.7039550247483,25.58702495202822,"451"
673357,"Robert Jr., Luis","R",75.76695682835827,36.61686441366421,12.543329866645555,-5.942913828673326,"0.54850746268656716418",-0.31900572733939686,31.1829764102391,31.50198213757847,26.515058467688473,"536"
660821,"Sánchez, Jesús","L",75.67913047619051,27.064696903854475,7.455267034796235,-2.33143803969328,"0.51785714285714285714",9.52281424549891,35.64081724410786,26.11800299860898,28.769179020087684,"504"
683002,"Henderson, Gunnar","L",75.40312303691279,29.690636495445332,8.82540863860883,1.174194800383264,"0.49832214765100671141",6.9780379865576005,33.02477353332133,26.04673554676379,26.483019408446555,"596"
672356,"Arias, Gabriel","R",75.35911859550558,29.290708342147635,9.925416531201725,0.4630697986826645,"0.51123595505617977528",6.17194117296334,35.30564833356462,29.13370716060125,35.31708719441444,"534"
683146,"Baty, Brett","L",75.30380470308782,35.36077647129432,8.258116547073062,3.648065516629604,"0.48931116389548693587",-4.176185412632696,26.048099974859266,30.22428538749197,30.0945547416228,"421"
682985,"Greene, Riley","L",75.27181518817218,44.85749406847015,13.532188253216114,2.524547466089156,"0.41532258064516129032",2.60562708148009,31.77384199285238,29.168214911372278,24.855953606687958,"744"
663624,"Mountcastle, Ryan","R",75.20222625628139,36.11930933362417,6.8648505697177855,-1.7977758349102968,"0.40703517587939698492",1.9138339513916085,28.216953991522626,26.30312004013103,30.8146326671667,"398"
669065,"Stowers, Kyle","L",75.17217684126989,33.80258301662229,11.441514029305237,0.16494592376255715,"0.50793650793650793651",2.3602922970284643,31.882272939190564,29.521980642162056,29.316955520411348,"630"
663728,"Raleigh, Cal","R",75.07912957727874,33.86806697254978,17.774877587219713,-8.52026733682447,"0.45442536327608982827",7.534125771490485,36.008564264297846,28.474438492807348,24.229765792670136,"757"
621439,"Buxton, Byron","R",74.96263636524829,33.58254114253128,13.104747701908108,-5.392365640222676,"0.59751773049645390071",3.88749516848626,27.74311492180253,23.855619753316244,28.15019890356867,"564"
682663,"Ramírez, Agustín","R",74.91689170431208,25.278058102478415,7.326292708491007,-2.641613768917638,"0.52156057494866529774",0.6119324701047839,29.812785856701893,29.200853386597096,30.318905638938876,"487"
656305,"Chapman, Matt","R",74.84628993534488,25.099986850655238,5.1615105991544645,-3.2816653869023886,"0.50646551724137931034",-1.112278675923211,27.698427056271978,28.810705732195235,30.170586962127285,"464"
669394,"Burger, Jake","R",74.74718773195877,25.02685520884387,7.8276510540883155,-3.7797517620288743,"0.54226804123711340206",8.025971565979164,31.432482343791502,23.406510777812368,31.86606095002238,"485"
682998,"Carroll, Corbin","L",74.72501375206615,25.31740349370952,10.754588594329935,-3.1605696629837294,"0.71239669421487603306",6.434381319842498,36.9271612263564,30.492779906513928,29.332267098523182,"605"
