"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Smith, Shane",681343,"CWS","FF","4-Seam Fastball",1.8,8,"432",43.4,"107","0.187","0.275","0.277",26.5,23.4,22.5,"0.233","0.374","0.326",33.3
"Luzardo, Jesús",666200,"PHI","FF","4-Seam Fastball",-1,-4,"402",34.8,"106","0.33","0.495","0.385",17.8,17.9,17,"0.322","0.524","0.389",52.6
"Woo, Bryan",693433,"SEA","FF","4-Seam Fastball",1.2,5,"417",42,"106","0.184","0.367","0.254",29.6,28.3,22.4,"0.205","0.39","0.279",35.7
"Gausman, Kevin",592332,"TOR","FS","Split-Finger",1.6,7,"424",37.9,"106","0.158","0.238","0.184",36.2,34,20.2,"0.181","0.271","0.207",23.9
"Holmes, Grant",656550,"ATL","SL","Slider",1.9,6,"337",32.2,"105","0.144","0.227","0.201",37.4,31.4,25.4,"0.22","0.381","0.288",43.8
"Ober, Bailey",641927,"MIN","FF","4-Seam Fastball",1.2,5,"385",37.9,"105","0.25","0.354","0.304",17.8,12.4,11.6,"0.278","0.497","0.35",41.2
"Wheeler, Zack",554430,"PHI","FF","4-Seam Fastball",2.3,11,"496",41.6,"105","0.151","0.247","0.231",31.4,36.2,26.4,"0.167","0.255","0.239",40
"Rodón, Carlos",607074,"NYY","FF","4-Seam Fastball",1.3,7,"521",41.1,"105","0.2","0.389","0.296",23.4,21.9,18.5,"0.225","0.452","0.32",46.6
"López, Pablo",641154,"MIN","FF","4-Seam Fastball",1.5,6,"430",42.7,"105","0.268","0.351","0.311",22.4,19,16.8,"0.295","0.422","0.338",42.9
"Boyd, Matthew",571510,"CHC","FF","4-Seam Fastball",0.6,3,"477",47.1,"104","0.302","0.458","0.343",18,21.2,18,"0.285","0.459","0.343",48.7
"Nelson, Ryne",669194,"AZ","FF","4-Seam Fastball",2.4,9,"392",58.8,"104","0.188","0.292","0.244",15.6,22.1,18.7,"0.263","0.377","0.307",41.1
"Burke, Sean",680732,"CWS","FF","4-Seam Fastball",0.2,1,"415",40.8,"104","0.195","0.305","0.317",24.7,25,18.6,"0.183","0.369","0.329",36.8
"Anderson, Tyler",542881,"LAA","CH","Changeup",-0.6,-2,"376",33.3,"103","0.228","0.413","0.318",40.9,30.1,22.3,"0.211","0.359","0.29",21.3
"Baz, Shane",669358,"TB","FF","4-Seam Fastball",-0.1,0,"469",47.1,"101","0.277","0.446","0.38",18.7,17.8,16.5,"0.272","0.478","0.386",46.2
"Springs, Jeffrey",605488,"ATH","FF","4-Seam Fastball",-1.6,-7,"446",42.2,"101","0.276","0.54","0.372",16.9,19.8,16.9,"0.261","0.5","0.365",38.6
"Keller, Mitch",656605,"PIT","FF","4-Seam Fastball",0.9,4,"377",33.9,"100","0.247","0.382","0.318",16.2,19,18.4,"0.308","0.467","0.372",37.1
"Dollander, Chase",801403,"COL","FF","4-Seam Fastball",-1.6,-6,"401",54,"100","0.253","0.595","0.434",22.4,16,16.3,"0.286","0.652","0.45",52.3
"Severino, Luis",622663,"ATH","SI","Sinker",1.6,4,"290",23.1,"100","0.233","0.367","0.304",9.9,13,17.3,"0.281","0.408","0.33",39.7
"Cease, Dylan",656302,"SD","FF","4-Seam Fastball",-1.1,-4,"405",36.6,"100","0.303","0.528","0.378",21.8,20,17.7,"0.283","0.506","0.361",45.1
"May, Dustin",669160,"LAD","ST","Sweeper",0.8,3,"393",40.6,"100","0.221","0.316","0.268",30.4,39,29.5,"0.217","0.338","0.261",30.4
"Littell, Zack",641793,"TB","SL","Slider",-1.2,-4,"346",32.7,"99","0.33","0.591","0.412",18.2,10.1,16.7,"0.357","0.674","0.457",51.2
"Mahle, Tyler",641816,"TEX","FS","Split-Finger",1.3,4,"323",28.2,"99","0.187","0.275","0.242",21.1,18.2,15.7,"0.247","0.39","0.307",28.4
"Hendricks, Kyle",543294,"LAA","CH","Changeup",0.3,1,"347",36.1,"99","0.223","0.394","0.277",21.4,15.2,11.8,"0.227","0.381","0.277",26.3
"Priester, Quinn",682990,"MIL","SI","Sinker",0,0,"367",45.4,"98","0.256","0.36","0.326",8.5,10.2,15.4,"0.307","0.438","0.363",49.4
"Berríos, José",621244,"TOR","SI","Sinker",1,3,"332",31.4,"98","0.227","0.364","0.292",12.8,19.4,27.1,"0.255","0.465","0.347",47.1
"Baz, Shane",669358,"TB","CU","Curveball",0.4,1,"325",32.6,"97","0.222","0.3","0.266",22.7,28.9,21.5,"0.239","0.336","0.276",42.9
"Hendricks, Kyle",543294,"LAA","SI","Sinker",-0.1,0,"340",35.4,"97","0.25","0.369","0.328",9.2,13.4,13,"0.262","0.372","0.327",31.9
"Abbott, Andrew",671096,"CIN","FF","4-Seam Fastball",1.6,6,"382",48.3,"96","0.193","0.349","0.297",24,29.2,23,"0.184","0.392","0.305",32.7
"Sánchez, Cristopher",650911,"PHI","CH","Changeup",1.3,5,"365",34.5,"96","0.14","0.198","0.215",47,43.8,29.4,"0.175","0.216","0.227",20.5
"Sasaki, Roki",808963,"LAD","FF","4-Seam Fastball",0.2,0,"299",50.2,"95","0.253","0.494","0.385",10.1,8.4,14.5,"0.308","0.663","0.457",52.1
"Taillon, Jameson",592791,"CHC","FF","4-Seam Fastball",-0.5,-2,"412",38.8,"95","0.227","0.511","0.332",17,16.8,13.2,"0.262","0.541","0.359",47.9
"Singer, Brady",663903,"CIN","SL","Slider",0.8,3,"365",33.6,"95","0.187","0.352","0.241",27,20,15.2,"0.239","0.417","0.29",34.2
"Skubal, Tarik",669373,"DET","CH","Changeup",3.1,10,"336",31.3,"94","0.163","0.185","0.16",49.2,47.9,33.3,"0.174","0.236","0.183",22.9
"Lord, Brad",695418,"WSH","FF","4-Seam Fastball",-0.2,-1,"369",53.2,"94","0.282","0.397","0.363",25.6,24.5,18.3,"0.282","0.402","0.354",42.1
"Kikuchi, Yusei",579328,"LAA","FF","4-Seam Fastball",-0.6,-3,"453",37,"94","0.314","0.43","0.366",21.6,26.6,18.1,"0.265","0.425","0.329",47.5
"Morton, Charlie",450203,"BAL","CU","Curveball",-1.4,-5,"350",36.4,"94","0.253","0.458","0.353",34.4,25.5,17.6,"0.258","0.43","0.329",39.3
"Bibee, Tanner",676440,"CLE","FF","4-Seam Fastball",0.1,0,"366",31.8,"93","0.256","0.488","0.347",14,14,13.8,"0.318","0.575","0.403",46.6
"Senga, Kodai",673540,"NYM","FS","Split-Finger",1.5,4,"269",27.2,"93","0.108","0.181","0.207",41.1,41.9,25.8,"0.138","0.243","0.221",29.5
"Schwellenbach, Spencer",680885,"ATL","FF","4-Seam Fastball",1.3,5,"375",34.2,"93","0.233","0.389","0.283",27,24.7,21.7,"0.304","0.537","0.362",57.4
"Hanifee, Brenan",669724,"DET","SI","Sinker",0,0,"336",69,"93","0.259","0.412","0.358",13.2,10.8,16.7,"0.263","0.412","0.317",42.1
"Smith-Shawver, AJ",700363,"ATL","FF","4-Seam Fastball",0.3,1,"331",46.6,"92","0.278","0.392","0.359",17,8.7,13.8,"0.403","0.672","0.49",63.9
"Irvin, Jake",663623,"WSH","FF","4-Seam Fastball",-1.3,-4,"327",29.9,"92","0.244","0.463","0.343",13.8,15.2,12.7,"0.304","0.668","0.437",50
"Elder, Bryce",693821,"ATL","SL","Slider",2,6,"310",39.2,"91","0.188","0.329","0.254",27.9,23.1,20.6,"0.238","0.412","0.296",43.1
"Eovaldi, Nathan",543135,"TEX","FS","Split-Finger",1,3,"311",29.2,"90","0.181","0.265","0.232",37.3,36.7,26.8,"0.209","0.316","0.262",40
"Ferrer, Jose A.",678606,"WSH","SI","Sinker",-0.6,-2,"337",70.4,"90","0.321","0.423","0.364",15.8,11.1,12.2,"0.266","0.374","0.32",36.6
"Márquez, Germán",608566,"COL","FF","4-Seam Fastball",-2.2,-6,"274",29.5,"90","0.347","0.533","0.431",12,10,13.2,"0.311","0.468","0.385",47.1
"Burke, Sean",680732,"CWS","SL","Slider",-0.4,-1,"290",28.5,"89","0.222","0.432","0.341",27.9,14.6,16.5,"0.281","0.527","0.366",36.2
"Yamamoto, Yoshinobu",808967,"LAD","FF","4-Seam Fastball",2.2,9,"414",37,"89","0.169","0.208","0.243",15.7,22.5,20.6,"0.238","0.351","0.308",48.3
"Yamamoto, Yoshinobu",808967,"LAD","FS","Split-Finger",1.3,4,"310",27.7,"89","0.131","0.238","0.187",42.3,41.6,25.9,"0.164","0.251","0.207",34
"Woo, Bryan",693433,"SEA","SI","Sinker",2.2,6,"267",26.9,"89","0.267","0.326","0.281",9.5,16.9,26.8,"0.28","0.384","0.295",43.1
"Skubal, Tarik",669373,"DET","FF","4-Seam Fastball",1.2,4,"307",28.6,"89","0.235","0.321","0.269",30.7,31.5,20.6,"0.244","0.418","0.311",33.3
"Bello, Brayan",678394,"BOS","SI","Sinker",-0.1,0,"325",39.1,"89","0.307","0.4","0.398",7.8,9,15.7,"0.306","0.393","0.361",36.8
"Hancock, Emerson",676106,"SEA","SI","Sinker",-2.3,-6,"265",37.5,"88","0.355","0.539","0.429",10.2,9.1,18.2,"0.337","0.488","0.401",38.2
"Brown, Hunter",686613,"HOU","FF","4-Seam Fastball",3.5,14,"406",35.6,"88","0.084","0.084","0.122",33.3,46.6,27,"0.15","0.233","0.194",31
"Ragans, Cole",666142,"KC","FF","4-Seam Fastball",0.5,2,"381",47.9,"87","0.24","0.387","0.308",23.8,31,21.8,"0.213","0.395","0.298",45.1
"Holmes, Grant",656550,"ATL","FF","4-Seam Fastball",-2.4,-10,"411",39.3,"87","0.315","0.685","0.456",13,18.4,17.8,"0.293","0.592","0.416",43.1
"Matz, Steven",571927,"STL","SI","Sinker",1.9,7,"347",61.6,"86","0.247","0.321","0.28",18.1,20.9,18,"0.254","0.412","0.303",51.6
"Lodolo, Nick",666157,"CIN","CH","Changeup",2.8,7,"254",23.1,"86","0.148","0.272","0.224",20.4,11.6,17.5,"0.259","0.439","0.316",29.2
"Houck, Tanner",656557,"BOS","SI","Sinker",-0.1,0,"298",39.8,"85","0.253","0.533","0.376",15.3,11.8,19.2,"0.278","0.55","0.386",47
"Vásquez, Randy",681190,"SD","FC","Cutter",-1.9,-5,"279",28.6,"85","0.314","0.5","0.412",18.6,15.3,17.8,"0.295","0.533","0.413",28.1
"Rodriguez, Eduardo",593958,"AZ","FF","4-Seam Fastball",-1.5,-5,"345",44.4,"85","0.342","0.534","0.411",23.3,28.2,28.2,"0.274","0.441","0.348",37.3
"Spence, Mitch",687765,"ATH","FC","Cutter",-0.1,0,"327",50.7,"85","0.28","0.453","0.375",20.9,12.9,15.1,"0.304","0.543","0.39",54.5
"Ashcraft, Graham",668933,"CIN","FC","Cutter",-1.7,-5,"304",62.6,"85","0.352","0.493","0.42",18.9,11.8,15.6,"0.304","0.444","0.375",34.9
"Woods Richardson, Simeon",680573,"MIN","FF","4-Seam Fastball",-0.7,-2,"326",47.7,"84","0.306","0.472","0.388",28.7,26.2,22.7,"0.264","0.559","0.395",62
"Littell, Zack",641793,"TB","FS","Split-Finger",-0.5,-1,"259",24.5,"84","0.265","0.398","0.292",23.4,28.6,20.2,"0.216","0.331","0.24",42.4
"Kahnle, Tommy",592454,"DET","CH","Changeup",2.5,8,"311",84.1,"84","0.16","0.259","0.212",27.4,22.6,22.4,"0.222","0.381","0.273",33.9
"Wacha, Michael",608379,"KC","FF","4-Seam Fastball",0,0,"335",32.6,"84","0.274","0.411","0.341",12.8,17.9,16,"0.316","0.537","0.399",45.8
"Boyd, Matthew",571510,"CHC","CH","Changeup",-0.7,-2,"230",22.7,"83","0.244","0.397","0.333",33.6,24.1,24.4,"0.209","0.35","0.262",30.5
"Canning, Griffin",656288,"NYM","SL","Slider",-0.3,-1,"304",32.4,"83","0.27","0.405","0.347",32.5,21.7,17.3,"0.264","0.452","0.347",50
"Lorenzen, Michael",547179,"KC","FF","4-Seam Fastball",-1.6,-5,"291",26.7,"83","0.263","0.5","0.346",12.8,18.1,16.1,"0.287","0.572","0.389",56.5
"Sugano, Tomoyuki",608372,"BAL","FS","Split-Finger",2.8,7,"268",25.4,"83","0.169","0.229","0.173",27,26.5,21.4,"0.228","0.351","0.247",27.9
"Alcantara, Sandy",645261,"MIA","SI","Sinker",1.6,4,"251",24.5,"83","0.271","0.343","0.34",8.8,6,10.6,"0.287","0.399","0.355",37.9
"Corbin, Patrick",571578,"TEX","SI","Sinker",0.6,2,"283",32.7,"83","0.225","0.408","0.31",12.9,19.3,17.4,"0.225","0.431","0.338",44.8
"Paddack, Chris",663978,"MIN","CH","Changeup",0.1,0,"259",24.2,"82","0.203","0.338","0.28",26.6,19.5,18,"0.236","0.405","0.322",44.1
"Ober, Bailey",641927,"MIN","CH","Changeup",0.5,2,"296",29.2,"82","0.228","0.316","0.254",30.2,29.3,18,"0.171","0.227","0.19",21.8
"Warren, Will",701542,"NYY","FF","4-Seam Fastball",1.6,5,"340",35.2,"82","0.162","0.235","0.265",30.6,35.4,25.7,"0.194","0.302","0.288",45
"Martin, Davis",663436,"CWS","CH","Changeup",0.9,2,"245",23.1,"82","0.21","0.296","0.27",19.7,13.4,11.8,"0.346","0.462","0.353",52.9
"Hill, Tim",657612,"NYY","SI","Sinker",1.4,4,"263",80.7,"82","0.213","0.347","0.298",13.5,11,14.3,"0.26","0.369","0.309",50
"Dobbins, Hunter",690928,"BOS","FF","4-Seam Fastball",0.1,0,"287",42,"82","0.32","0.453","0.371",14.3,14.6,17.4,"0.271","0.461","0.344",42.9
"Springs, Jeffrey",605488,"ATH","CH","Changeup",-0.3,-1,"246",23.3,"82","0.197","0.355","0.305",40.3,23.2,18.4,"0.221","0.319","0.258",25.9
"Cannon, Jonathan",686563,"CWS","SI","Sinker",-1.7,-4,"240",22,"81","0.301","0.493","0.406",6.5,12.3,15.9,"0.297","0.515","0.376",51.6
"Santillan, Tony",663574,"CIN","FF","4-Seam Fastball",1.2,3,"288",64.6,"81","0.189","0.351","0.269",17.9,19.8,14.7,"0.268","0.435","0.334",48.3
"Pfaadt, Brandon",694297,"AZ","FF","4-Seam Fastball",0.7,2,"334",31.8,"81","0.27","0.419","0.323",14.3,12.3,13.7,"0.363","0.687","0.457",56.9
"Gallen, Zac",668678,"AZ","CU","Curveball",-0.2,0,"292",23.7,"81","0.186","0.329","0.31",42.3,45.7,31.1,"0.152","0.249","0.248",50
"Severino, Luis",622663,"ATH","FF","4-Seam Fastball",0.2,1,"333",26.5,"81","0.276","0.355","0.306",18.4,16,13.5,"0.32","0.507","0.37",54.7
"Greene, Hunter",668881,"CIN","SL","Slider",1.3,4,"325",33.2,"80","0.123","0.301","0.23",48.8,41.3,25,"0.147","0.284","0.235",27.5
"Kelly, Merrill",518876,"AZ","CH","Changeup",2.5,6,"255",23.6,"80","0.173","0.227","0.222",35,28.7,24,"0.223","0.298","0.254",44.2
"Webb, Logan",657277,"SF","CH","Changeup",0.7,2,"248",19.8,"80","0.213","0.307","0.266",38,35,29.2,"0.218","0.281","0.245",46.8
"Pepiot, Ryan",686752,"TB","CH","Changeup",0.5,1,"254",23.5,"80","0.169","0.312","0.227",27.9,25,17.2,"0.236","0.378","0.274",41.4
"Gusto, Ryan",687473,"HOU","FF","4-Seam Fastball",-0.1,0,"344",48.6,"79","0.206","0.441","0.353",27.6,24.1,18.3,"0.241","0.478","0.359",44.9
"Kremer, Dean",665152,"BAL","FC","Cutter",1.2,3,"260",23.5,"79","0.189","0.338","0.266",23,20.3,20.8,"0.221","0.392","0.289",27.6
"Gray, Sonny",543243,"STL","ST","Sweeper",1.4,3,"231",21.9,"79","0.117","0.221","0.148",37.8,50.6,25,"0.164","0.283","0.197",28.9
"Fedde, Erick",607200,"STL","FC","Cutter",0.1,0,"268",25.3,"79","0.271","0.429","0.337",21.4,17.7,23,"0.273","0.5","0.365",43.9
"Sears, JP",676664,"ATH","ST","Sweeper",2.4,8,"346",32,"79","0.187","0.32","0.253",21.3,20.3,19.5,"0.183","0.297","0.229",23.7
"Jobe, Jackson",695549,"DET","SL","Slider",0.2,0,"268",30.6,"78","0.232","0.348","0.297",26.4,19.2,16.1,"0.21","0.4","0.303",38.2
"Ortiz, Luis L.",682847,"CLE","FF","4-Seam Fastball",-0.5,-2,"306",29.9,"78","0.258","0.409","0.362",32.6,28.2,23.7,"0.26","0.525","0.386",54.5
"Imanaga, Shota",684007,"CHC","FS","Split-Finger",2.1,5,"237",34.2,"78","0.184","0.263","0.224",30.6,23.1,20.9,"0.237","0.421","0.291",36.2
"Williams, Trevor",592866,"WSH","ST","Sweeper",1,3,"310",29.7,"78","0.197","0.282","0.234",30.9,26.9,19.1,"0.195","0.246","0.23",21.2
"Corbin, Patrick",571578,"TEX","SL","Slider",-0.5,-2,"311",36,"78","0.243","0.365","0.28",35.6,24.4,18.1,"0.242","0.369","0.279",32.1
"Eovaldi, Nathan",543135,"TEX","FF","4-Seam Fastball",1.5,5,"307",28.8,"78","0.25","0.389","0.294",11.6,12.8,11.2,"0.314","0.541","0.385",46.9
"Rasmussen, Drew",656876,"TB","FF","4-Seam Fastball",2.5,8,"313",33.5,"78","0.205","0.315","0.255",22.4,28.2,22,"0.224","0.336","0.269",45.1
"Webb, Logan",657277,"SF","ST","Sweeper",0,0,"357",28.5,"77","0.264","0.375","0.318",32.3,22.1,17.2,"0.226","0.33","0.254",28.1
"Smith-Shawver, AJ",700363,"ATL","FS","Split-Finger",2,5,"242",34,"77","0.143","0.171","0.19",39.7,42.9,25.8,"0.173","0.276","0.238",27
