"id","name","api_pitch_type_group03","bbe","gb_rate","air_rate","fb_rate","ld_rate","pu_rate","pull_rate","straight_rate","oppo_rate","pull_gb_rate","straight_gb_rate","oppo_gb_rate","pull_air_rate","straight_air_rate","oppo_air_rate"
682928,"Abrams, CJ","SI",29,0.5862068965517241,0.4137931034482759,0.1724137931034483,0.1724137931034483,0.06896551724137931,0.5517241379310345,0.3448275862068966,0.10344827586206896,0.4482758620689655,0.13793103448275862,0,0.10344827586206895,0.20689655172413796,0.10344827586206896
621566,"Olson, Matt","FF",31,0.41935483870967744,0.5806451612903226,0.3225806451612903,0.16129032258064516,0.0967741935483871,0.12903225806451613,0.41935483870967744,0.45161290322580644,0.06451612903225806,0.16129032258064516,0.1935483870967742,0.06451612903225806,0.25806451612903225,0.25806451612903225
641355,"Bellinger, Cody","CU",11,0.45454545454545453,0.5454545454545454,0.45454545454545453,0,0.09090909090909091,0.2727272727272727,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.09090909090909088,0.2727272727272727,0.1818181818181818
663993,"Lowe, Nathaniel","FC",9,0.3333333333333333,0.6666666666666667,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.4444444444444444,0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333
518792,"Heyward, Jason","FF",6,0.16666666666666666,0.8333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,0,0,0.33333333333333337,0.3333333333333333,0.16666666666666666
641680,"Heim, Jonah","SI",2,0.5,0.5,0.5,0,0,0,1,0,0,0.5,0,0,0.5,0
681082,"Stott, Bryson","SL",21,0.38095238095238093,0.6190476190476191,0.3333333333333333,0.23809523809523808,0.047619047619047616,0.5238095238095238,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.047619047619047616,0.09523809523809523,0.28571428571428575,0.19047619047619047,0.14285714285714285
573262,"Yastrzemski, Mike","SL",10,0.4,0.6,0.3,0,0.3,0.3,0.5,0.2,0.2,0.1,0.1,0.09999999999999998,0.4,0.1
660821,"Sánchez, Jesús","FC",2,0,1,0,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0,0.5
656716,"McKinstry, Zach","FC",1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
592626,"Pederson, Joc","FC",2,1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0
656775,"Mullins, Cedric","SL",13,0.6923076923076923,0.3076923076923077,0.23076923076923078,0.07692307692307693,0,0.6153846153846154,0.38461538461538464,0,0.38461538461538464,0.3076923076923077,0,0.23076923076923078,0.07692307692307693,0
518692,"Freeman, Freddie","SL",28,0.4642857142857143,0.5357142857142857,0.2857142857142857,0.25,0,0.4642857142857143,0.32142857142857145,0.21428571428571427,0.32142857142857145,0.10714285714285714,0.03571428571428571,0.14285714285714285,0.2142857142857143,0.17857142857142855
681546,"Outman, James","FF",14,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.35714285714285715,0.07142857142857142,0.42857142857142855,0.21428571428571427,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.2857142857142857
518792,"Heyward, Jason","ST",2,1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0
665862,"Chisholm Jr., Jazz","CH",2,1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0
680776,"Duran, Jarren","FC",3,0.6666666666666666,0.3333333333333333,0,0.3333333333333333,0,0,1,0,0,0.6666666666666666,0,0,0.33333333333333337,0
595281,"Kiermaier, Kevin","FC",6,0.6666666666666666,0.3333333333333333,0.16666666666666666,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0,0,0.3333333333333333
646240,"Devers, Rafael","ST",13,0.15384615384615385,0.8461538461538461,0.3076923076923077,0,0.5384615384615384,0.23076923076923078,0.5384615384615384,0.23076923076923078,0.07692307692307693,0,0.07692307692307693,0.15384615384615385,0.5384615384615384,0.15384615384615385
