"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Walter, Brandon","687888","120","11",27.5,"112","86","73.1","91.9","82","425","150","389","48",40,"7",5.8,4.2
"Green, Chad","643338","120","17.5",32.5,"111.2","91.5","81.1","96.5","86.8","415","187","390","59",49.2,"19",15.8,11.4
"Varland, Louis","686973","119","2.7",26.9,"112.2","89.3","77.5","95","86.8","412","122","394","50",42,"12",10.1,6.9
"McCullers Jr., Lance","621121","119","13.5",35.3,"108.6","89.7","78.9","96.2","85","425","167","374","58",48.7,"15",12.6,7.5
"Eisert, Brandon","685126","119","13.5",37.8,"109.7","87.4","75.9","91.8","82.5","431","172","388","41",34.5,"11",9.2,6.2
"Morejon, Adrian","670970","119","6.2",28.6,"111.5","85.4","73.6","90.2","83","399","124","399","31",26.1,"4",3.4,2.4
"Kranick, Max","668820","118","18.1",32.2,"114","90.2","79.8","94","88.1","427","174","401","53",44.9,"11",9.3,7.3
"Keller, Brad","641745","118","4.2",31.4,"108","86.1","74.3","93.3","83.7","426","123","411","37",31.4,"8",6.8,4.5
"Wentz, Joey","666214","118","17.8",34.7,"111.4","92","82.9","93.4","92.1","427","178","382","56",47.5,"13",11,7.5
"Buttó, José","676130","118","8.5",32.2,"112.6","89.7","79.4","95.9","84.2","411","154","408","47",39.8,"13",11,7.3
"Scott, Tanner","656945","117","16.4",33.3,"109.1","91","81.1","94.8","89.2","424","164","400","50",42.7,"11",9.4,6.3
"Knack, Landon","689017","117","16.4",44.4,"117.9","91.5","81","95.8","85.7","411","202","393","58",49.6,"19",16.2,11
"Chivilli, Angel","683409","116","2.1",29.3,"112.8","89.1","76.6","96.8","83.9","425","129","400","46",39.7,"11",9.5,6.9
"Banda, Anthony","607455","116","11.4",37.1,"112.4","89.9","80.4","90.9","89.5","405","169","396","45",38.8,"13",11.2,7.5
"Santana, Dennis","642701","116","11.7",31,"109.2","87.8","77.1","93.5","81.9","403","169","403","39",33.6,"9",7.8,5.9
"Zerpa, Angel","672582","116","-2.1",26.7,"111.2","90.3","80","97.1","87.1","424","110","403","51",44,"10",8.6,5.9
"Wrobleski, Justin","680736","116","8.4",29.3,"112.2","91.3","80.7","94.5","90.9","422","143","406","52",44.8,"6",5.2,3.6
"Ragans, Cole","666142","115","15.9",34.8,"117.2","88.4","76.7","92.9","85.3","419","175","392","45",39.1,"10",8.7,4.8
"Bernardino, Brennan","657514","115","7.9",29.6,"112.9","87.6","75.8","92.8","85.2","384","137","355","39",33.9,"8",7,4.7
"Koenig, Jared","657649","115","10.5",29.6,"112.9","88.6","78.6","91.5","86.1","420","154","409","39",33.9,"5",4.3,3
"Banks, Tanner","621383","115","13.1",40,"112.3","87.3","75.1","91.6","82.8","408","174","383","45",39.1,"9",7.8,5.6
"Beeks, Jalen","656222","114","9.6",28.9,"111.9","87.7","74.8","93.3","84.2","405","147","385","42",36.8,"11",9.6,6.5
"Pressly, Ryan","519151","114","6.7",28.9,"109.8","90.2","79.5","95.7","88.6","414","131","411","54",47.4,"6",5.3,3.9
"Ashcraft, Graham","668933","114","5.8",29.8,"112.8","85.7","72.1","91.9","83.3","414","125","384","40",35.1,"6",5.3,3.5
"Rodríguez, Yariel","684320","114","17.6",38.6,"109.3","86.8","74.5","91.7","83","415","173","390","43",37.7,"14",12.3,7.8
"Detmers, Reid","672282","113","9.5",30.1,"118.3","89.9","78.8","93.9","86.5","423","154","393","47",41.6,"9",8,4.9
"Burke, Brock","656271","113","9.3",29.2,"110.7","88.8","76.3","93.2","86.3","425","145","386","49",43.4,"10",8.8,6.2
"Duran, Jhoan","661395","113","-4.5",20.4,"113.6","88.9","77","92.4","87.8","386","94",,"45",39.8,"3",2.7,1.7
"Trivino, Lou","642152","112","19.2",36.6,"113.2","86.3","74.6","89.4","84.7","413","167","395","35",31.3,"11",9.8,7.1
"Hernández, Carlos","672578","111","18.7",31.5,"114.5","91.3","80.8","93.2","92.9","420","184","402","47",42.3,"14",12.6,8.5
"Harris, Hogan","663687","111","16.8",41.4,"111.9","88.9","79.8","90.3","87.8","431","194","384","34",30.6,"6",5.4,3.4
"Bachar, Lake","669199","110","19",34.5,"111.3","90.3","80.7","94.8","85.9","417","175","399","46",41.8,"9",8.2,5
"Bender, Anthony","669622","110","7.6",22.7,"114.8","88.9","77.4","92.9","85.9","428","146","402","47",42.7,"8",7.3,5
"Salazar, Eduardo","674285","110","8.5",33.6,"110.5","89.6","78.1","91.9","88.6","397","148","383","49",44.5,"10",9.1,6.6
"Flexen, Chris","623167","110","15.5",30.9,"109.1","90","81.1","92.7","88.2","420","168","402","42",38.2,"7",6.4,5
"Whitlock, Garrett","676477","110","10.7",35.5,"119","88.8","77.4","93.2","84.6","401","168","395","40",36.4,"13",11.8,6.8
"Doval, Camilo","666808","110","5.3",30,"111.1","88.2","76.3","92.9","85","427","140","419","44",40,"6",5.5,3.5
"Ferguson, Caleb","657571","110","6",32.7,"112.2","83.5","71.8","87.5","81.7","391","135",,"28",25.5,"3",2.7,1.9
"De Los Santos, Enyel","660853","109","14.7",35.8,"111.4","86.1","73.1","91.3","80.5","434","166","424","39",35.8,"8",7.3,5
"Orze, Eric","679358","109","17",34.9,"111.7","87.7","77.2","91","87.6","400","157","378","33",30.3,"8",7.3,4.9
"Kahnle, Tommy","592454","109","10.5",29.4,"110.4","87.8","76.1","94.8","83","431","143","406","40",36.7,"10",9.2,6.4
"Vest, Will","676684","109","5.7",21.1,"108.7","88","76.3","91.5","87.1","399","125","382","46",42.2,"4",3.7,2.3
"Gomber, Austin","596295","109","20.3",33.9,"107.6","88.1","77.3","91.7","85.6","451","198","426","40",36.7,"15",13.8,11.5
"Bummer, Aaron","607481","108","3.2",31.5,"108.7","89.9","80.3","92.9","88","461","131","443","44",40.7,"5",4.6,2.9
"Barlow, Scott","605130","108","16.9",29.6,"109.8","87.2","77","89.9","86.3","407","145","398","32",29.6,"6",5.6,3.3
"Cantillo, Joey","676282","107","11",39.3,"110.9","90.6","79.7","94.2","86.6","421","166","401","52",48.6,"10",9.3,5.5
"Gaddis, Hunter","683769","107","17.1",36.4,"113.7","89.5","79.2","92","86.6","421","175","396","37",34.6,"9",8.4,5.4
"Halvorsen, Seth","678020","107","6.4",31.8,"113","88.5","76.5","92.9","86.5","465","142","415","42",39.3,"11",10.3,7.1
"Carrasco, Carlos","471911","107","14.8",36.4,"109.9","91.1","81","91.7","90.3","412","174","391","45",42.1,"13",12.1,9.2
"Lee, Dylan","669276","107","17.1",29,"112.9","86.9","75.6","93.2","79.8","400","165","371","35",32.7,"10",9.3,6.2
"Schreiber, John","670167","106","13.3",34,"113","88.3","76.6","92.5","85.4","429","159","406","40",37.7,"10",9.4,6.3
"Kerkering, Orion","689147","106","15.5",34,"113.9","85.5","73.2","89.8","84.6","371","150","361","34",32.1,"6",5.7,3.7
"Uceta, Edwin","670955","106","18.9",43.4,"113.6","91.5","80.9","94.1","87.9","425","210","398","48",45.3,"14",13.2,7.8
"Akin, Keegan","669211","106","18.3",38.7,"110.7","90.2","79.5","92.8","88.5","421","187","396","46",43.4,"10",9.4,6.1
"Uribe, Abner","682842","106","9.4",33,"113.4","86.3","73.5","89.9","84.7","427","134","405","38",35.8,"4",3.8,2.1
"Armstrong, Shawn","542888","106","21.5",35.8,"113.7","87.8","77.4","91.4","84.4","425","189","409","37",34.9,"8",7.5,4.8
"King, Bryan","687911","106","17.2",39.6,"109","87.1","77.3","90.8","82.7","411","170","383","31",29.2,"3",2.8,1.9
"Henriquez, Ronny","678692","106","17.1",37.7,"112.6","87.7","75.8","92.7","82.5","417","181","404","46",43.4,"13",12.3,6.9
"Thornton, Trent","663423","105","15.4",31.4,"111.4","90.5","79.7","94.2","88.4","408","168","378","47",44.8,"8",7.6,5.4
"Sasaki, Roki","808963","105","13.6",32.4,"113.1","90.4","80.6","92.3","88.9","427","179","396","47",44.8,"11",10.5,7.1
"Suarez, Robert","663158","105","18.2",38.1,"114.7","91.3","81.5","93.8","91.8","391","172","377","45",42.9,"9",8.6,5.6
"Hoglund, Gunnar","680684","105","14.4",36.2,"112.5","92.4","82.2","95.4","88.4","439","192","408","48",45.7,"17",16.2,12.2
"Palmquist, Carson","687223","104","21.8",32.7,"110.8","89.2","78","93.4","84.3","439","198","415","41",39.4,"16",15.4,10.9
"Mears, Nick","683232","104","14.8",35.6,"112.2","90","78.9","94.6","85.1","404","184","395","43",41.3,"7",6.7,5
"Walker, Ryan","676254","104","7.3",29.8,"112.5","85.8","74","90.4","81.1","399","143","380","33",31.7,"5",4.8,3.3
"Fairbanks, Pete","664126","104","13.6",25,"109.2","91","82.4","92.2","91.4","406","137","406","45",43.3,"2",1.9,1.3
"Strahm, Matt","621381","103","29.3",34,"110.6","90","79.4","93.3","89.8","424","191","409","45",43.7,"6",5.8,3.8
"Iglesias, Raisel","628452","102","16.5",39.2,"111.5","87.9","77.1","93.4","81.4","423","185","401","32",31.4,"11",10.8,7.1
"Erceg, Lucas","668674","102","5.7",20.6,"116.5","89.4","77.4","94.7","88.7","403","122","395","41",40.2,"8",7.8,5.5
"Fitts, Richard","690916","102","11.3",38.2,"112.1","89.1","77.5","91.5","87.6","454","162","407","45",44.1,"11",10.8,7.7
"Faucher, Calvin","676534","101","8",38.6,"113.4","87.2","76.7","90.5","83.7","426","152","416","29",28.7,"4",4,2.6
"Estrada, Jeremiah","669093","101","19.7",33.7,"112.7","90.7","80.3","93.6","89.9","420","171","398","41",40.6,"8",7.9,4.5
"Alcala, Jorge","660896","101","18.8",31.7,"111.5","87.7","76.3","93.9","84.5","422","169","397","33",32.7,"9",8.9,5.7
"Cruz, Steven","674444","101","13.9",28.7,"111.7","88.9","79.5","92.5","87.3","421","155","412","33",32.7,"5",5,3.4
"Finnegan, Kyle","640448","101","13.3",32.7,"111","89.9","79.5","92.3","88.7","400","158","384","39",38.6,"9",8.9,6.4
"Garrett, Reed","657585","100","15.3",39,"111.7","88.7","76.5","94","84","410","175","372","43",43,"5",5,3.1
"Jansen, Kenley","445276","100","23.9",34,"119.6","93.9","85.9","96.3","92.5","430","206","401","50",50,"10",10,6.8
"Matsui, Yuki","673513","100","22.1",33,"113.8","90.5","81","93.6","88.6","413","197","381","41",41,"10",10,6.4
"Jax, Griffin","643377","98","4.7",39.8,"110.9","88.6","75.8","93.9","83.5","420","143","398","44",44.9,"10",10.2,5.7
"Okert, Steven","595345","98","29",29.6,"110.5","88.7","79.1","91","85.7","398","210","378","31",31.6,"8",8.2,5.1
"Leiter Jr., Mark","643410","98","11.4",28.6,"110.3","86","74.1","89.1","83.9","410","139","397","29",29.6,"5",5.1,3.2
"Ferguson, Tyler","621053","98","17.4",29.6,"112.6","88","76.9","92.4","83.8","432","171","414","34",34.7,"8",8.2,5.1
"Feltner, Ryan","663372","98","11.1",27.6,"112.1","90","79.8","92.1","89.2","414","156","400","35",35.7,"4",4.1,3
"Garcia, Robert","676395","98","12.3",42.9,"110.2","89.1","79","91.2","86.1","439","175","398","32",32.7,"8",8.2,5.3
"Gonsolin, Tony","664062","98","16.3",37.8,"113","91.2","81.2","95.2","88.3","446","181","401","44",44.9,"11",11.2,7
"Jackson, Luke","592426","98","5.9",27.6,"114.4","91.3","80.4","96.3","88.4","421","133","401","44",44.9,"7",7.1,5
"Baker, Bryan","641329","97","18.3",37.1,"110.7","90.4","79.5","95.6","87.9","433","189","412","46",47.4,"13",13.4,8.2
"Thompson, Ryan","657044","97","8.3",33,"113.4","90.8","79.1","95.6","87.5","426","147","411","41",42.3,"10",10.3,7.1
"Hoffman, Jeff","656546","97","17.4",37.1,"115.3","90.4","78.6","95.8","86.1","432","174","408","42",43.3,"14",14.4,8.6
"Smith, Cade","671922","97","16.3",41.2,"109.4","89.3","79.8","90.7","90.3","391","186","378","38",39.2,"4",4.1,2.3
"Hart, Kyle","606996","96","20.6",35.4,"111.7","89.2","78","92.6","84.9","403","199","379","39",40.6,"8",8.3,6.6
"Mejia, Juan","675848","96","15.3",36.5,"116.2","86.2","73.9","89.8","84.5","404","173","387","33",34.4,"5",5.2,3.6
"Richardson, Lyon","680689","96","5.3",27.1,"110.1","88.5","76.9","92.3","86.6","422","135","389","41",42.7,"5",5.2,3.6
"Wesneski, Hayden","669713","95","16.3",35.8,"111.5","89.7","79.3","92.4","88.6","416","173","390","40",42.1,"10",10.5,7.6
"Helsley, Ryan","664854","94","12",35.1,"109.4","91.4","81.8","94.1","89.6","415","162","400","42",44.7,"6",6.4,4.1
"Leasure, Jordan","673929","94","18.1",36.2,"114.7","89.2","77.9","93.9","86.1","409","163","386","37",39.4,"10",10.6,6.4
"Zeferjahn, Ryan","666171","94","14.1",39.4,"114.9","89.8","78.8","94.5","86.1","433","182","391","40",42.6,"9",9.6,5.7
"Romano, Jordan","605447","94","17.7",33,"116.4","89","77.6","92.4","89.1","455","176","408","38",40.4,"9",9.6,6.1
"Pagán, Emilio","641941","93","23.8",26.9,"110.5","89.8","79.7","93.8","86.3","422","199","383","39",41.9,"9",9.7,5.7
"Sterner, Justin","686993","93","24.6",32.3,"112.3","91.3","82.1","94","88.8","433","203","401","38",40.9,"9",9.7,6.1
"Boushley, Caleb","676961","93","11.8",38.7,"109.6","90.7","80.4","95.2","85.6","420","172","374","48",51.6,"11",11.8,8.6
"Little, Brendon","663893","93","4",32.3,"112.4","89.2","77.7","95.3","86.6","397","132","386","42",45.2,"7",7.5,3.7
"Cano, Yennier","666974","93","5.8",28,"107.2","89","78.7","91.5","87.7","407","134","389","33",35.5,"5",5.4,3.5
"Legumina, Casey","668984","93","17.6",25.8,"107.2","90.1","79.4","91.9","89.6","414","154","375","40",43,"7",7.5,4.7
"Martin, Chris","455119","93","13.3",37.6,"111.7","90.3","79.2","93.1","89.2","425","171","396","39",41.9,"9",9.7,6.8
"Thielbar, Caleb","573204","93","20.8",30.1,"113.6","88.2","78.2","91.2","88","419","163","398","29",31.2,"6",6.5,4.4
"Rodríguez, Randy","678495","92","17.4",28.3,"113.4","88.3","76.8","94","84.1","417","166","350","35",38,"7",7.6,4.5
"Gibson, Cade","806188","91","6.6",34.1,"108.3","89.8","80.6","91.1","89.5","430","128","420","37",40.7,"5",5.5,4.1
"García, Luis","472610","91","0.8",37.4,"111.7","92.5","82.1","97.5","88.9","413","136","400","47",51.6,"8",8.8,5.9
"Rogers, Trevor","669432","91","13.9",26.4,"111.5","89.7","77.3","92.1","90.7","422","152","422","46",50.5,"4",4.4,3
"Fluharty, Mason","689254","90","17.6",30,"115","86.5","74.2","88.9","87.6","446","167","406","31",34.4,"6",6.7,4.1
"Stanek, Ryne","592773","90","20.2",35.6,"110.2","90.6","80.6","92.7","89.6","406","186","390","40",44.4,"9",10,6.3
"Henry, Cole","669371","90","23.9",35.6,"109.8","89.4","78.4","93.3","90.4","412","182","403","35",38.9,"10",11.1,6.8
"Hader, Josh","623352","89","30.5",33.7,"108.7","88.4","78.8","92","84.7","443","197","377","29",32.6,"8",9,4.8
"Sousa, Bennett","656986","89","14.8",32.6,"110.7","89.3","78.3","92.9","87","431","165","431","33",37.1,"6",6.7,4.2
"Miller, Shelby","571946","89","15.5",37.1,"113.4","88.2","76.6","92","83.6","408","180","405","34",38.2,"6",6.7,4.2
"Gillispie, Connor","687362","88","16.5",35.2,"115","91.4","80.5","97","86.6","417","168","386","44",50,"11",12.5,8.9
"Montero, Rafael","606160","88","12",30.7,"108.8","90","79.8","93.2","87.1","416","162","411","39",44.3,"7",8,5
"Ginn, J.T.","669372","87","8.2",27.6,"110","89.7","77.7","95.7","88.6","423","144","399","44",50.6,"10",11.5,7.4
"Abreu, Bryan","650556","86","14.1",38.4,"112","91.4","81.3","96.6","85.1","447","179","406","43",50,"10",11.6,5.7
"Hamilton, Ian","641656","86","16.7",34.9,"108.6","89.9","80.6","92.3","89.2","398","172","376","30",34.9,"9",10.5,6.1
"Weaver, Luke","596133","86","22.3",34.9,"114.8","90.3","80.4","93.7","82.2","421","213","397","35",40.7,"9",10.5,6.8
"Lee, Chase","695445","86","13.5",45.3,"113.7","90.8","80.3","92.6","89.3","431","189","395","35",40.7,"12",14,9.6
"Soto, Gregory","642397","86","10.2",37.2,"110.4","91.3","81.3","95.2","89.3","408","159","378","38",44.2,"4",4.7,2.7
"Young, Brandon","687064","85","13.5",32.9,"113.7","91.1","80.4","96.3","87.2","429","167","388","42",49.4,"10",11.8,8.3
"Johnson, Pierce","572955","85","14.7",36.5,"111.7","89.5","79.7","92.6","87.4","438","177","402","33",38.8,"8",9.4,6.1
"Bergert, Ryan","686701","85","20.1",40,"110.9","89.9","80.3","92.9","83.7","425","204","416","32",37.6,"7",8.2,5.4
"Domínguez, Seranthony","622554","85","16.9",36.5,"114.5","86.5","75.2","91.4","84","422","159","401","29",34.1,"7",8.2,4.4
"Pérez, Eury","691587","85","24",31.8,"110.9","89","78.9","92.5","83.6","415","187","385","33",38.8,"5",5.9,3.8
"Maton, Phil","664208","84","11.8",35.7,"110.4","85.1","73.1","90.2","83","391","146","372","26",31,"3",3.6,2
"Vesia, Alex","681911","84","26.6",38.1,"113","88.7","77.5","95.6","79.8","443","186","408","31",36.9,"12",14.3,7.8
"Speier, Gabe","642100","84","13.5",23.8,"112.4","90.3","79.3","94.7","86.7","422","163","380","34",40.5,"9",10.7,6.2
"Miller, Erik","669062","83","9.2",30.1,"110","87.8","77.5","92.2","85.9","389","133",,"27",32.5,"3",3.6,2.3
"Williams, Devin","642207","83","13.8",28.9,"110","89.2","78.6","91","89.7","413","155","413","28",33.7,"6",7.2,4.1
"Montgomery, Mason","682254","83","11.3",30.1,"110.7","89.8","78.4","90.4","90.9","430","152","384","33",39.8,"8",9.6,5.6
"Wilson, Steven","621051","82","23.2",39,"114.9","90.4","80.7","94.2","86.6","435","199","417","33",40.2,"6",7.3,4.7
"Scott, Tayler","605463","82","9.8",32.9,"113.5","88","75","94.8","83.7","429","163","408","34",41.5,"8",9.8,6.6
"Palencia, Daniel","694037","81","14.6",37,"113","90","80.8","93.9","88.6","438","169","401","35",43.2,"2",2.5,1.5
"Megill, Trevor","656730","81","13.2",39.5,"111.7","90.2","80.4","94.2","84.2","415","178","386","29",35.8,"8",9.9,5.8
"Rogers, Taylor","573124","81","14",37,"109.7","89.9","79.1","94.1","85.9","448","169","383","33",40.7,"9",11.1,7
"Romero, JoJo","668941","81","8.3",28.4,"113.9","89.7","78.9","96","87.4","388","141","388","32",39.5,"6",7.4,4.8
"Muñoz, Andrés","662253","79","8.8",29.1,"108.8","88.2","75.8","90.4","86.9","410","141","410","34",43,"6",7.6,4.2
"Cleavinger, Garrett","664076","78","15.9",34.6,"110","89.4","78.4","93","88.5","417","169","372","31",39.7,"5",6.4,3.6
"Morillo, Juan","666661","77","10.9",29.9,"109.8","86.9","73.9","89.4","87","395","134","386","32",41.6,"4",5.2,3.3
"Herrin, Tim","682120","77","16.6",24.7,"108.5","90.3","80.8","92","90.7","397","171","375","37",48.1,"3",3.9,2.3
"Chapman, Aroldis","547973","75","16.4",38.7,"108.5","89.1","78","94","84.7","393","166","376","32",42.7,"5",6.7,3.5
"Wilson, Justin","458677","75","12.7",30.7,"109.7","87.9","77.8","88.9","87.6","392","139","392","23",30.7,"2",2.7,1.6
"Bednar, David","670280","75","10.9",32,"110.2","88.6","77.2","93.9","83.3","418","166","413","31",41.3,"8",10.7,6.2
"Díaz, Edwin","621242","74","10.9",29.7,"111.3","87.5","75.2","92.5","83.7","399","144","377","28",37.8,"2",2.7,1.4
"Stewart, Brock","592779","71","19.8",31,"113.6","86.5","74.3","90.9","85.2","398","153","377","22",31,"3",4.2,2.5
"Hernández, Daysbel","678226","69","9.4",29,"110.3","88","77.9","90.8","87.2","388","142",,"23",33.3,"3",4.3,2.4
"Bautista, Félix","642585","67","8.8",31.3,"110.5","88","75.5","99.2","80.7","421","143","403","29",43.3,"6",9,4.4
"Miller, Mason","695243","67","16.7",38.8,"107.2","87.7","76.3","92.5","82.8","409","190","389","28",41.8,"8",11.9,5.6
"Cruz, Fernando","518585","61","21.4",42.6,"113.3","87","74.9","92.3","84.4","418","185","390","25",41,"5",8.2,3.8
