"id","name","api_pitch_type_group03","bbe","gb_rate","air_rate","fb_rate","ld_rate","pu_rate","pull_rate","straight_rate","oppo_rate","pull_gb_rate","straight_gb_rate","oppo_gb_rate","pull_air_rate","straight_air_rate","oppo_air_rate"
593428,"Bogaerts, Xander","FF",97,0.38144329896907214,0.6185567010309279,0.25773195876288657,0.29896907216494845,0.061855670103092786,0.30927835051546393,0.3402061855670103,0.35051546391752575,0.16494845360824742,0.13402061855670103,0.08247422680412371,0.1443298969072165,0.2061855670103093,0.26804123711340205
663586,"Riley, Austin","SI",78,0.5769230769230769,0.4230769230769231,0.16666666666666666,0.19230769230769232,0.0641025641025641,0.46153846153846156,0.3717948717948718,0.16666666666666666,0.3076923076923077,0.24358974358974358,0.02564102564102564,0.15384615384615385,0.12820512820512822,0.14102564102564102
645302,"Robles, Victor","FF",48,0.3125,0.6875,0.20833333333333334,0.3541666666666667,0.125,0.3541666666666667,0.2916666666666667,0.3541666666666667,0.125,0.0625,0.125,0.22916666666666669,0.22916666666666669,0.22916666666666669
673490,"Kim, Ha-Seong","FC",20,0.35,0.65,0.25,0.4,0,0.2,0.45,0.35,0.05,0.25,0.05,0.15000000000000002,0.2,0.3
605204,"Davis, J.D.","FF",35,0.34285714285714286,0.6571428571428571,0.2571428571428571,0.4,0,0.37142857142857144,0.2857142857142857,0.34285714285714286,0.17142857142857143,0.14285714285714285,0.02857142857142857,0.2,0.14285714285714285,0.3142857142857143
593428,"Bogaerts, Xander","CU",18,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.2777777777777778,0.05555555555555555,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.2777777777777778,0.05555555555555555,0.1111111111111111,0.16666666666666663,0.2777777777777778,0.1111111111111111
502054,"Pham, Tommy","CH",17,0.5294117647058824,0.47058823529411764,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.4117647058823529,0.4117647058823529,0.17647058823529413,0.29411764705882354,0.17647058823529413,0.058823529411764705,0.11764705882352938,0.2352941176470588,0.11764705882352942
650490,"Díaz, Yandy","FC",17,0.5294117647058824,0.47058823529411764,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.5882352941176471,0.35294117647058826,0.058823529411764705,0.47058823529411764,0,0,0.11764705882352944,0.35294117647058826
606992,"Haase, Eric","FS",1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
516782,"Marte, Starling","FS",3,1,0,0,0,0,0.6666666666666666,0.3333333333333333,0,0.6666666666666666,0.3333333333333333,0,0,0,0
543281,"Harrison, Josh","FS",2,0.5,0.5,0,0,0.5,1,0,0,0.5,0,0,0.5,0,0
641933,"O'Neill, Tyler","SV",3,0.6666666666666666,0.3333333333333333,0,0,0.3333333333333333,0,0.6666666666666666,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0
669289,"Espinal, Santiago","CH",17,0.47058823529411764,0.5294117647058824,0.29411764705882354,0.17647058823529413,0.058823529411764705,0.5882352941176471,0.23529411764705882,0.17647058823529413,0.35294117647058826,0.11764705882352941,0,0.23529411764705882,0.11764705882352941,0.17647058823529413
666182,"Bichette, Bo","FF",91,0.4725274725274725,0.5274725274725275,0.17582417582417584,0.3076923076923077,0.04395604395604396,0.14285714285714285,0.32967032967032966,0.5274725274725275,0.10989010989010989,0.16483516483516483,0.1978021978021978,0.03296703296703296,0.16483516483516483,0.3296703296703297
663624,"Mountcastle, Ryan","ST",15,0.3333333333333333,0.6666666666666667,0.2,0.26666666666666666,0.2,0.5333333333333333,0.2,0.26666666666666666,0.3333333333333333,0,0,0.2,0.2,0.26666666666666666
614177,"Reyes, Franmil","FC",13,0.38461538461538464,0.6153846153846154,0.07692307692307693,0.38461538461538464,0.15384615384615385,0.15384615384615385,0.46153846153846156,0.38461538461538464,0.15384615384615385,0.23076923076923078,0,0,0.23076923076923078,0.38461538461538464
683734,"Vaughn, Andrew","ST",29,0.4827586206896552,0.5172413793103449,0.3103448275862069,0.13793103448275862,0.06896551724137931,0.3103448275862069,0.4482758620689655,0.2413793103448276,0.10344827586206896,0.27586206896551724,0.10344827586206896,0.20689655172413796,0.1724137931034483,0.13793103448275862
570731,"Schoop, Jonathan","CU",15,0.6,0.39999999999999997,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.5333333333333333,0.4666666666666667,0,0.26666666666666666,0.3333333333333333,0,0.26666666666666666,0.13333333333333336,0
