"id","name","api_pitch_type_group03","bbe","gb_rate","air_rate","fb_rate","ld_rate","pu_rate","pull_rate","straight_rate","oppo_rate","pull_gb_rate","straight_gb_rate","oppo_gb_rate","pull_air_rate","straight_air_rate","oppo_air_rate"
663368,"Perkins, Blake","SI",17,0.35294117647058826,0.6470588235294118,0.29411764705882354,0.29411764705882354,0.058823529411764705,0.4117647058823529,0.35294117647058826,0.23529411764705882,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.2352941176470588,0.23529411764705885,0.1764705882352941
663538,"Hoerner, Nico","FC",7,0.2857142857142857,0.7142857142857142,0.2857142857142857,0.42857142857142855,0,0.5714285714285714,0.42857142857142855,0,0.2857142857142857,0,0,0.2857142857142857,0.42857142857142855,0
671289,"Freeman, Tyler","FF",31,0.3548387096774194,0.6451612903225806,0.25806451612903225,0.22580645161290322,0.16129032258064516,0.3225806451612903,0.3225806451612903,0.3548387096774194,0.22580645161290322,0.06451612903225806,0.06451612903225806,0.0967741935483871,0.25806451612903225,0.2903225806451613
621043,"Correa, Carlos","SI",10,0.4,0.6000000000000001,0.1,0.3,0.2,0.2,0.3,0.5,0.1,0.2,0.1,0.1,0.09999999999999998,0.4
641598,"Garver, Mitch","SL",12,0.25,0.75,0.5,0.25,0,0.25,0.6666666666666666,0.08333333333333333,0,0.25,0,0.25,0.41666666666666663,0.08333333333333333
592663,"Realmuto, J.T.","SL",3,0,1,0.3333333333333333,0.6666666666666666,0,0.3333333333333333,0.6666666666666666,0,0,0,0,0.3333333333333333,0.6666666666666666,0
677951,"Witt Jr., Bobby","CU",9,0.5555555555555556,0.4444444444444444,0.2222222222222222,0.2222222222222222,0,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.1111111111111111,0,0.2222222222222222,0.1111111111111111,0.1111111111111111
592518,"Machado, Manny","ST",2,0.5,0.5,0,0,0.5,1,0,0,0.5,0,0,0.5,0,0
696285,"Young, Jacob","ST",4,0.75,0.25,0,0.25,0,0.75,0,0.25,0.75,0,0,0,0,0.25
457759,"Turner, Justin","ST",3,0.3333333333333333,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0.3333333333333333,0,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333,0
641598,"Garver, Mitch","CH",23,0.391304347826087,0.608695652173913,0.21739130434782608,0.34782608695652173,0.043478260869565216,0.391304347826087,0.43478260869565216,0.17391304347826086,0.21739130434782608,0.17391304347826086,0,0.1739130434782609,0.2608695652173913,0.17391304347826086
502054,"Pham, Tommy","FF",35,0.4,0.6,0.22857142857142856,0.34285714285714286,0.02857142857142857,0.37142857142857144,0.2571428571428571,0.37142857142857144,0.22857142857142856,0.05714285714285714,0.11428571428571428,0.14285714285714288,0.19999999999999998,0.2571428571428572
663837,"Vierling, Matt","CH",17,0.5882352941176471,0.411764705882353,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.47058823529411764,0.29411764705882354,0.23529411764705882,0.35294117647058826,0.23529411764705882,0,0.11764705882352938,0.05882352941176472,0.23529411764705882
467793,"Santana, Carlos","CU",13,0.5384615384615384,0.46153846153846156,0,0.38461538461538464,0.07692307692307693,0.46153846153846156,0.38461538461538464,0.15384615384615385,0.3076923076923077,0.23076923076923078,0,0.15384615384615385,0.15384615384615385,0.15384615384615385
623993,"Santander, Anthony","FS",3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0,0.6666666666666666,0,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0,0.3333333333333333
657136,"Wong, Connor","FS",3,1,0,0,0,0,0,1,0,0,1,0,0,0,0
502671,"Goldschmidt, Paul","ST",5,0.2,0.8,0.4,0.2,0.2,0.8,0.2,0,0.2,0,0,0.6000000000000001,0.2,0
621438,"Taylor, Tyrone","SV",1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
678882,"Rafaela, Ceddanne","CH",25,0.56,0.44,0.24,0.12,0.08,0.56,0.24,0.2,0.28,0.2,0.08,0.28,0.03999999999999998,0.12000000000000001
